zone_idx,zone_name,zone_area_km2,zone_size_class,centroid_lat,centroid_lon,slot_idx,slot_name,day_of_week,day_name,shift,shift_name,shift_window,H_total_min,briefing_min,paperwork_min,meal_min,call_burden_min,travel_min,total_deduction_min,F_zt_minutes,F_zt_hours,F_zt_pct_of_shift,interpretation
0,Zone_1,6.908,medium,35.2216,-89.8101,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_1 has 290 min for proactive patrol during Evening shift
0,Zone_1,6.908,medium,35.2216,-89.8101,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_1 has 335 min for proactive patrol during Night shift
0,Zone_1,6.908,medium,35.2216,-89.8101,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_1 has 320 min for proactive patrol during Day shift
0,Zone_1,6.908,medium,35.2216,-89.8101,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_1 has 290 min for proactive patrol during Evening shift
0,Zone_1,6.908,medium,35.2216,-89.8101,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_1 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
1,Zone_2,7.132,medium,35.2215,-89.8339,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_2 has 320 min for proactive patrol during Day shift
1,Zone_2,7.132,medium,35.2215,-89.8339,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_2 has 290 min for proactive patrol during Evening shift
1,Zone_2,7.132,medium,35.2215,-89.8339,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_2 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
2,Zone_3,6.32,medium,35.1967,-89.8606,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_3 has 320 min for proactive patrol during Day shift
2,Zone_3,6.32,medium,35.1967,-89.8606,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_3 has 290 min for proactive patrol during Evening shift
2,Zone_3,6.32,medium,35.1967,-89.8606,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_3 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
3,Zone_4,9.982,medium,35.2183,-89.8636,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,25,160,320,5.333,66.7,Officer in Zone_4 has 320 min for proactive patrol during Day shift
3,Zone_4,9.982,medium,35.2183,-89.8636,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,25,190,290,4.833,60.4,Officer in Zone_4 has 290 min for proactive patrol during Evening shift
3,Zone_4,9.982,medium,35.2183,-89.8636,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,25,145,335,5.583,69.8,Officer in Zone_4 has 335 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
4,Zone_5,19.949,large,35.256,-89.8468,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_5 has 305 min for proactive patrol during Day shift
4,Zone_5,19.949,large,35.256,-89.8468,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_5 has 275 min for proactive patrol during Evening shift
4,Zone_5,19.949,large,35.256,-89.8468,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_5 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,0,Mon_Day,0,Monday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,1,Mon_Eve,0,Monday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,2,Mon_Ngt,0,Monday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,3,Tue_Day,1,Tuesday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,4,Tue_Eve,1,Tuesday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,5,Tue_Ngt,1,Tuesday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,6,Wed_Day,2,Wednesday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,7,Wed_Eve,2,Wednesday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,8,Wed_Ngt,2,Wednesday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,9,Thu_Day,3,Thursday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,10,Thu_Eve,3,Thursday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,11,Thu_Ngt,3,Thursday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,12,Fri_Day,4,Friday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,13,Fri_Eve,4,Friday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,14,Fri_Ngt,4,Friday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,15,Sat_Day,5,Saturday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,16,Sat_Eve,5,Saturday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,17,Sat_Ngt,5,Saturday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
5,Zone_6,16.189,large,35.254,-89.7942,18,Sun_Day,6,Sunday,1,Day,06:30-14:30,480,30,30,30,45,40,175,305,5.083,63.5,Officer in Zone_6 has 305 min for proactive patrol during Day shift
5,Zone_6,16.189,large,35.254,-89.7942,19,Sun_Eve,6,Sunday,2,Evening,14:30-22:30,480,30,30,30,75,40,205,275,4.583,57.3,Officer in Zone_6 has 275 min for proactive patrol during Evening shift
5,Zone_6,16.189,large,35.254,-89.7942,20,Sun_Ngt,6,Sunday,3,Night,22:30-06:30,480,30,30,30,30,40,160,320,5.333,66.7,Officer in Zone_6 has 320 min for proactive patrol during Night shift
