date,zone_id,slot_idx,slot_name,r_ref_zt,x_uniform,x_nominal,x_static,x_dynamic,s_uniform,s_nominal,s_static,s_dynamic
2024-12-28,2,1,Mon_Eve,0.03823639793469023,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,2,2,Mon_Ngt,0.08610018342459134,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,2,3,Tue_Day,0.06254453757909792,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,2,4,Tue_Eve,0.019457745831759254,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,2,5,Tue_Ngt,0.020239950272535962,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,2,6,Wed_Day,0.07726323271669798,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,2,7,Wed_Eve,0.15765014804443475,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,2,8,Wed_Ngt,0.22517365354493146,1,2,0,1,0.125,0.25,0.0,0.125
2024-12-28,2,9,Thu_Day,0.09159105271989747,1,1,2,1,0.125,0.125,0.25,0.125
2024-12-28,2,10,Thu_Eve,0.17051986516240913,1,2,0,0,0.125,0.25,0.0,0.0
2024-12-28,2,11,Thu_Ngt,0.10888540402994347,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,2,12,Fri_Day,0.04471821985916189,1,1,1,2,0.125,0.125,0.125,0.25
2024-12-28,2,13,Fri_Eve,0.20489529261720388,1,2,0,1,0.125,0.25,0.0,0.125
2024-12-28,2,14,Fri_Ngt,0.09724458067309943,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,2,15,Sat_Day,0.22195763368438545,1,2,1,3,0.125,0.25,0.125,0.375
2024-12-28,2,16,Sat_Eve,0.23723296965251678,1,2,2,2,0.125,0.25,0.25,0.25
2024-12-28,2,17,Sat_Ngt,0.013870064068841002,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,2,18,Sun_Day,0.033533890300411325,1,0,1,1,0.125,0.0,0.125,0.125
2024-12-28,2,19,Sun_Eve,0.20390269681634748,1,2,1,3,0.125,0.25,0.125,0.375
2024-12-28,2,20,Sun_Ngt,0.04037618389738902,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,3,0,Mon_Day,0.08919602870372698,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,3,1,Mon_Eve,0.09363572448779259,1,1,0,2,0.125,0.125,0.0,0.25
2024-12-28,3,2,Mon_Ngt,0.04305009171229567,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,3,3,Tue_Day,0.23775386005979554,1,2,0,1,0.125,0.25,0.0,0.125
2024-12-28,3,4,Tue_Eve,0.20894965694332426,1,2,1,3,0.125,0.25,0.125,0.375
2024-12-28,3,5,Tue_Ngt,0.26865057558551125,1,2,1,1,0.125,0.25,0.125,0.125
2024-12-28,3,6,Wed_Day,0.2415948889997963,1,2,2,0,0.125,0.25,0.25,0.0
2024-12-28,3,7,Wed_Eve,0.07617881325060619,1,1,2,0,0.125,0.125,0.25,0.0
2024-12-28,3,8,Wed_Ngt,0.08375170982246327,1,1,4,0,0.125,0.125,0.5,0.0
2024-12-28,3,9,Thu_Day,0.1107405229052423,1,1,2,2,0.125,0.125,0.25,0.25
2024-12-28,3,10,Thu_Eve,0.06430116326649904,1,1,0,4,0.125,0.125,0.0,0.5
2024-12-28,3,11,Thu_Ngt,0.10888540402994343,1,1,2,2,0.125,0.125,0.25,0.25
2024-12-28,3,12,Fri_Day,0.02981214657277459,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,3,13,Fri_Eve,0.03676001172337189,1,0,1,2,0.125,0.0,0.125,0.25
2024-12-28,3,14,Fri_Ngt,0.05556833181319975,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,3,15,Sat_Day,0.09714001497418598,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,3,16,Sat_Eve,0.10465755936554502,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,3,17,Sat_Ngt,0.34025227376295736,1,2,1,0,0.125,0.25,0.125,0.0
2024-12-28,3,18,Sun_Day,0.06371439157078151,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,3,19,Sun_Eve,0.02459434422473302,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,3,20,Sun_Ngt,0.121128551692167,1,1,0,2,0.125,0.125,0.0,0.25
2024-12-28,4,0,Mon_Day,0.39215292087503145,1,2,5,4,0.125,0.25,0.625,0.5
2024-12-28,4,1,Mon_Eve,0.4263937709080612,1,2,3,4,0.125,0.25,0.375,0.5
2024-12-28,4,2,Mon_Ngt,0.2583005502737737,1,2,3,3,0.125,0.25,0.375,0.375
2024-12-28,4,3,Tue_Day,0.40458744976784183,1,2,5,5,0.125,0.25,0.625,0.625
2024-12-28,4,4,Tue_Eve,0.5461119605280622,1,4,5,3,0.125,0.5,0.625,0.375
2024-12-28,4,5,Tue_Ngt,0.6000143304245616,1,4,5,3,0.125,0.5,0.625,0.375
2024-12-28,4,6,Wed_Day,0.4341886656004165,1,2,4,5,0.125,0.25,0.5,0.625
2024-12-28,4,7,Wed_Eve,0.2469396760546432,1,2,2,5,0.125,0.25,0.25,0.625
2024-12-28,4,8,Wed_Ngt,0.1779723833727346,1,2,2,5,0.125,0.25,0.25,0.625
2024-12-28,4,9,Thu_Day,0.4162213484479682,1,3,1,4,0.125,0.375,0.125,0.5
2024-12-28,4,10,Thu_Eve,0.4446766430895736,1,3,3,2,0.125,0.375,0.375,0.25
2024-12-28,4,11,Thu_Ngt,0.5444270201497173,1,5,1,1,0.125,0.625,0.125,0.125
2024-12-28,4,12,Fri_Day,0.3765738271999255,1,3,3,2,0.125,0.375,0.375,0.25
2024-12-28,4,13,Fri_Eve,0.2462503058059979,1,2,5,4,0.125,0.25,0.625,0.5
2024-12-28,4,14,Fri_Ngt,0.4247763841532365,1,3,3,5,0.125,0.375,0.375,0.625
2024-12-28,4,15,Sat_Day,0.2690031183900532,1,2,1,3,0.125,0.25,0.125,0.375
2024-12-28,4,16,Sat_Eve,0.336251948290089,1,2,1,4,0.125,0.25,0.125,0.5
2024-12-28,4,17,Sat_Ngt,0.46602853656903853,1,4,3,5,0.125,0.5,0.375,0.625
2024-12-28,4,18,Sun_Day,0.3382297556162177,1,2,5,3,0.125,0.25,0.625,0.375
2024-12-28,4,19,Sun_Eve,0.42766549597670295,1,3,5,1,0.125,0.375,0.625,0.125
2024-12-28,4,20,Sun_Ngt,0.3431975631278063,1,2,5,3,0.125,0.25,0.625,0.375
2024-12-28,5,0,Mon_Day,0.0810994027768757,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,5,1,Mon_Eve,0.06476395234617732,1,1,3,0,0.125,0.125,0.375,0.0
2024-12-28,5,2,Mon_Ngt,0.045068064761309534,1,1,3,1,0.125,0.125,0.375,0.125
2024-12-28,5,3,Tue_Day,0.09609466622132543,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,5,4,Tue_Eve,0.06758159082323387,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,5,5,Tue_Ngt,0.02118869794156109,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,5,6,Wed_Day,0.05442075426601016,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,5,7,Wed_Eve,0.04863821207862636,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,5,8,Wed_Ngt,0.032879089207646775,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,5,9,Thu_Day,0.03703177288012741,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,5,10,Thu_Eve,0.020342549833401544,1,0,2,1,0.125,0.0,0.25,0.125
2024-12-28,5,11,Thu_Ngt,0.022797881468769418,1,0,2,1,0.125,0.0,0.25,0.125
2024-12-28,5,12,Fri_Day,0.03753398125883752,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,5,13,Fri_Eve,0.06984427544253148,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,5,14,Fri_Ngt,0.27080579808749555,1,2,0,0,0.125,0.25,0.0,0.0
2024-12-28,5,15,Sat_Day,0.21023227076261888,1,2,1,1,0.125,0.25,0.125,0.125
2024-12-28,5,16,Sat_Eve,0.029779040982855044,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,5,17,Sat_Ngt,0.043560669966203794,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,5,18,Sun_Day,0.05277464703015549,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,5,19,Sun_Eve,0.04485696106788601,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,5,20,Sun_Ngt,0.021134408758789556,1,0,1,2,0.125,0.0,0.125,0.25
2024-12-28,6,0,Mon_Day,0.11621686565144902,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,6,1,Mon_Eve,0.0342933352316938,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,2,Mon_Ngt,0.0,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,3,Tue_Day,0.0786952916339957,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,6,4,Tue_Eve,0.005862593549309284,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,5,Tue_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,6,6,Wed_Day,0.006802594283251274,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,7,Wed_Eve,0.0037302227788178284,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,8,Wed_Ngt,0.4081542108535461,1,2,0,0,0.125,0.25,0.0,0.0
2024-12-28,6,9,Thu_Day,0.011394391655423832,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,10,Thu_Eve,0.0,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,11,Thu_Ngt,0.022797881468769418,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,6,12,Fri_Day,0.0031278317715697952,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,13,Fri_Eve,0.12800028489852974,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,6,14,Fri_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,6,15,Sat_Day,0.007839799443061667,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,16,Sat_Eve,0.0,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,17,Sat_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,6,18,Sun_Day,0.0695323437497492,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,6,19,Sun_Eve,0.018862439207067982,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,6,20,Sun_Ngt,0.0,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,7,0,Mon_Day,0.007279911259175877,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,1,Mon_Eve,0.0722870689742572,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,7,2,Mon_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,3,Tue_Day,0.006583635534641894,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,4,Tue_Eve,0.016678067855793646,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,7,5,Tue_Ngt,0.020239950272535962,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,7,6,Wed_Day,0.05766470735447583,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,7,7,Wed_Eve,0.06687335448663717,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,7,8,Wed_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,9,Thu_Day,0.05329211234920774,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,7,10,Thu_Eve,0.1215632976754155,1,1,2,1,0.125,0.125,0.25,0.125
2024-12-28,7,11,Thu_Ngt,0.0,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,12,Fri_Day,0.0059624293145549255,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,13,Fri_Eve,0.0036760011723371943,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,14,Fri_Ngt,0.013892082953299932,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,15,Sat_Day,0.0074723088441681525,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,16,Sat_Eve,0.08026955166406892,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,7,17,Sat_Ngt,0.0,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,18,Sun_Day,0.01676694515020567,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,7,19,Sun_Eve,0.04448832307593756,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,7,20,Sun_Ngt,0.0,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,8,0,Mon_Day,0.09992633498034655,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,8,1,Mon_Eve,0.08328486120850286,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,8,2,Mon_Ngt,0.1045056574175293,1,1,1,0,0.125,0.125,0.125,0.0
2024-12-28,8,3,Tue_Day,0.015960328568828817,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,8,4,Tue_Eve,0.06044395719959566,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,8,5,Tue_Ngt,0.039306570094490116,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,8,6,Wed_Day,0.050801924062653984,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,8,7,Wed_Eve,0.2532728368548865,1,2,0,1,0.125,0.25,0.0,0.125
2024-12-28,8,8,Wed_Ngt,0.040662062015253964,1,1,0,1,0.125,0.125,0.0,0.125
2024-12-28,8,9,Thu_Day,0.01316397520797071,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,8,10,Thu_Eve,0.034186785136688665,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,8,11,Thu_Ngt,0.12687516643489063,1,1,2,1,0.125,0.125,0.25,0.125
2024-12-28,8,12,Fri_Day,0.22800604588731138,1,2,2,0,0.125,0.25,0.25,0.0
2024-12-28,8,13,Fri_Eve,0.15292350533547605,1,1,0,0,0.125,0.125,0.0,0.0
2024-12-28,8,14,Fri_Ngt,0.04046824164656936,1,0,1,0,0.125,0.0,0.125,0.0
2024-12-28,8,15,Sat_Day,0.01449175048565944,1,0,0,0,0.125,0.0,0.0,0.0
2024-12-28,8,16,Sat_Eve,0.04289599951101733,1,0,2,0,0.125,0.0,0.25,0.0
2024-12-28,8,17,Sat_Ngt,0.0808081993575954,1,1,1,1,0.125,0.125,0.125,0.125
2024-12-28,8,18,Sun_Day,0.26652121419218067,1,2,0,3,0.125,0.25,0.0,0.375
2024-12-28,8,19,Sun_Eve,0.02377453275057528,1,0,0,1,0.125,0.0,0.0,0.125
2024-12-28,8,20,Sun_Ngt,0.019602929863225094,1,0,0,0,0.125,0.0,0.0,0.0
